"","metric","auc"
"1","pearson",0.333897913619216
"2","spearman",0.318898041932918
"3","kendall",0.32209305309621
"4","bicor",0.323016911745836
"5","binomial",0.328970667487874
"6","MI",0.425180280750379
"7","cosine",0.329971514358303
"8","canberra",0.369235506967434
"9","euclidean",0.371493828110966
"10","manhattan",0.378936022788513
"11","weighted_rank",0.359791618549029
"12","hamming",0.328341930351323
