"","metric","auc"
"1","pearson",0.392842861792593
"2","spearman",0.413699624857872
"3","kendall",0.416842271428026
"4","bicor",0.460648259921625
"5","binomial",0.454606292726235
"6","MI",0.461014062511847
"7","cosine",0.390442773717876
"8","canberra",0.436819022279754
"9","euclidean",0.514071084967896
"10","manhattan",0.527371138087877
"11","weighted_rank",0.381115378295712
"12","hamming",0.455512277516911
