"","metric","auc"
"1","pearson",0.494336279399646
"2","spearman",0.496113659830952
"3","kendall",0.496199899288825
"4","bicor",0.495798325163106
"5","binomial",0.504879289700062
"6","MI",0.496406866266992
"7","cosine",0.494084314112761
"8","canberra",0.503592963421167
"9","euclidean",0.512160860971716
"10","manhattan",0.514179665688905
"11","weighted_rank",0.493219952771294
"12","hamming",0.503651468530126
